FID,SCD,STR_NAME,BEZANZ,BEZLISTE,GUELTIG_AB,GIP_OBJECTID,NAMECAT,NAMECAT_NAME
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c76,03703,Plankenmaisstraße,1,22,1944-07-02,10003623,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c75,01624,Große-Bucht-Straße,1,22,1963-02-06,10001577,2058,Weg in Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c74,01504,Gitlbauergasse,1,21,1954-04-21,10001459,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c73,06678,Vorwärtsplatz,1,21,2007-06-05,10466794,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c72,05249,Wenhartgasse,1,21,1910-06-30,10005142,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c71,05221,Weintraubengasse,1,2,1909-06-30,10005114,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c70,02501,Kleine Stadtgutgasse,1,2,1862-06-30,10002439,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c6f,10035,St. Veiter Brücke,2,13|14,1973-01-05,10007324,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c6e,03931,Reuenthalgasse,1,15,1912-09-17,10003850,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c6d,05260,Weschelstraße,1,2,1906-04-19,10005153,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c6c,01372,Gabelsbergergasse,1,2,1886-01-01,10001329,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c6b,00818,Diamantgasse,1,21,1953-10-07,10000789,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c6a,00590,Brixweg,1,21,1973-01-05,10000570,2058,Weg in Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c69,06297,Donauinselplatz,1,21,1993-10-14,10006120,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c68,04753,Strandgasse,1,21,1962-04-18,10004654,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c67,06399,Veterinärplatz,1,21,1997-05-16,10006220,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c66,04774,Strindberggasse,1,11,1932-06-27,10004675,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c65,02974,Lorystraße,1,11,1894-06-30,10002906,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c64,01746,Haidestraße,1,11,1884-01-01,10001697,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c63,04230,Scherrgasse,1,11,1973-01-05,10004141,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c62,01589,Greifgasse,1,11,1894-01-01,10001544,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c61,04955,Triestinggasse,1,21,1953-09-23,10004854,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c60,05536,Großfeldstraße,1,21,1967-07-04,10005422,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c5f,01979,Hinaysgasse,1,21,1932-07-11,10001925,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c5e,04501,Siebeckstraße,1,22,1960-09-28,10004403,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c5d,05554,Kasparekgasse,1,22,1968-06-18,10005439,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c5c,00464,Bienenweg,1,11,1973-01-05,10000449,2058,Weg in Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c5b,03210,Mihatschgasse,1,21,1933-02-20,10003138,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c5a,00848,Döblinger Hauptstraße,1,19,1894-01-01,10000818,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c59,10144,Cottagebrücke,1,14,1973-01-05,10007432,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c58,10384,Nikolaihangbrücke,1,14,1984-03-09,10007662,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c57,03407,Niederpointenstraße,1,14,1928-02-29,10003333,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c56,04646,Stachlgasse,1,13,1973-01-05,10004547,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c55,10139,Waldemarsteg,1,13,1989-05-17,10007427,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c54,03419,Nobilegasse,2,14|15,1894-06-30,10003344,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c53,00210,Antaeusgasse,1,14,1924-02-13,10000199,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c52,06123,Hintschiggasse,1,10,1994-02-24,10005953,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c51,03036,Malmögasse,1,10,1951-06-06,10002967,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c50,06159,Unterlaaer Platz,1,10,1987-10-08,10005987,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c4f,02598,Kopalgasse,1,11,1894-06-30,10002532,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c4e,05116,Vorgartenstraße,2,2|20,1893-02-21,10005011,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c4d,02258,Josef-Österreicher-Gasse,1,23,1955-12-07,10002199,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c4c,10245,Hochbrücke,1,23,2014-04-14,10007526,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c4b,00974,Edisonstraße,1,21,1934-10-03,10000937,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c4a,05850,Lovaraweg,1,21,1755-01-01,10005703,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c49,02516,Klitschgasse,1,13,1955-06-08,10002454,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c48,05345,Winkelbreiten,1,13,1911-03-23,10005236,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c47,04528,Sillergasse,1,13,1973-01-05,10004429,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c46,05139,Waldemarweg,1,13,1973-01-05,10005034,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c45,10138,Glawatschsteg,1,13,1989-05-17,10007426,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c44,04828,Taminoweg,1,19,1963-07-10,10004727,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c43,05753,Felix-Braun-Gasse,1,19,1977-09-12,10005614,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c42,04040,Roßauer Lände,1,9,1919-09-24,10003955,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c41,00394,Beethovenplatz,1,1,1904-02-18,10000381,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c40,02839,Leitermayergasse,2,17|18,1894-06-30,10002773,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c3f,03516,Ortliebgasse,1,17,1894-06-30,10003439,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c3e,01895,Heistergasse,1,20,1876-01-01,10001842,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c3d,02400,Kaschlgasse,1,20,1913-06-05,10002341,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c3c,00027,Adolf-Schmidl-Gasse,1,20,1910-01-22,10000026,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c3b,05541,Gaulhofergasse,1,20,1968-03-19,10005426,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c3a,02703,Kuhschellenweg,1,21,1953-12-02,10002637,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c39,01294,Freiheitsplatz,1,21,1920-01-01,10001252,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c38,04146,Sandthalenstraße,1,21,1973-01-05,10004059,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c37,18383,Paulawiese,1,17,1977-04-25,10010087,20081,Wiese
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c36,18384,Adolfstor,1,13,2008-02-11,10471478,10001,Objektname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c35,18389,Schanze 22,1,22,1979-07-30,10010092,20071,Gartensiedlung und Siedlung
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c34,18390,Pötzleinsdorfer Schleife,1,18,1755-01-01,10010093,7355,Flurname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c33,10102,Brücke Mackgasse,1,23,1973-01-05,10007390,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c32,10110,Pfitznergasse (I) Brücke,1,23,1973-01-05,10007398,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c31,10115,Brücke über die Breitenfurter Straße,1,23,2013-11-27,10007403,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c30,10124,Fasslbergbrücke,1,23,1973-01-05,10007412,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c2f,10128,Brücke Donauländebahn,1,10,1973-01-05,10007416,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c2e,00404,Bellariastraße,1,1,1869-01-01,10000390,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c2d,10133,Brücke Matzleinsdorfer Platz,1,10,1973-01-05,10007421,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c2c,10143,Nikolaisteg,2,13|14,1973-01-05,10007431,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c2b,10155,Kleibersteg,1,14,1883-06-30,10007442,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c2a,16268,KLG Eiche,1,14,1973-01-05,10009361,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c29,16269,KLG Schöllerweg,1,17,1973-01-05,10009362,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c28,02731,Lackenjöchelgasse,1,22,1954-05-19,10002665,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c27,03076,Maria-Theresien-Platz,1,1,1871-06-30,10003005,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c26,12212,Hilferdingweg,1,21,2003-04-01,10008314,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c25,02185,Jantschweg,1,2,1963-09-04,10002128,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c24,00823,Diehlgasse,1,5,1886-04-13,10000793,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c23,05684,Springenfelserbengrund,1,22,2004-10-18,10005553,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c22,04426,Schwemmgasse,1,2,1862-06-30,10004329,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c21,05769,Sillerweg,1,2,1755-01-01,10005630,2058,Weg in Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c20,09608,Kallusweg,1,21,2003-02-11,10006947,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c1f,03467,Oberlaaer Straße,2,10|23,1994-02-24,10003391,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c1e,05752,Murrstraße,1,22,1977-06-13,10005613,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c1d,12655,Horst-Winter-Promenade,1,21,2007-03-06,10464767,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c1c,01153,Feistritzgasse,1,21,1953-09-23,10001114,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c1b,09742,Hainbachgasse,1,14,1970-11-03,10007060,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c1a,12474,Ignaz-Schreiner-Weg,1,18,1988-10-13,10008548,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c19,00607,Bründelgasse,1,21,1973-01-05,10000586,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c18,02357,Kardinal-Rauscher-Platz,1,15,1894-06-30,10002298,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c17,05060,Vereinsgasse,1,2,1862-06-30,10004956,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c16,03648,Pfarrer-Matz-Gasse,1,21,1973-01-05,10003568,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c15,02871,Leutholdgasse,1,22,1954-12-15,10002804,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c14,02160,Isoppgasse,1,23,1957-10-02,10002104,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c13,14156,Steinitzhof,1,13,1955-05-04,10008841,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c12,14343,Anton-Schmid-Hof,1,3,2008-06-10,10471993,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c11,15004,Blaues Wasser,1,11,1973-01-05,10009010,62,"Stehendes Gewässer (See, Teich)"
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c10,15007,Das schwarze Loch,1,22,1973-01-05,10009013,62,"Stehendes Gewässer (See, Teich)"
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c0f,15009,Donaukanal,7,1|2|3|9|11|19|20,1973-01-05,10009015,2013,Fließgewässer
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c0e,15011,Donau,6,2|11|19|20|21|22,2010-12-28,10009017,2013,Fließgewässer
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c0d,15016,Erbsenbach,1,19,1973-01-05,10009022,2013,Fließgewässer
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c0c,15017,Fasangartenarm,1,22,2011-01-11,10009023,62,"Stehendes Gewässer (See, Teich)"
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c0b,18029,Augustinerwald,1,14,1973-01-05,10009751,20080,Wald
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c0a,02932,Lobaugasse,1,22,1954-04-21,10002864,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c09,06235,Laresgasse,1,21,1994-02-24,10006060,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c08,00226,Anton-Ochsenhofer-Gasse,1,23,1958-11-19,10000215,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c07,01109,Eßlinggasse,1,1,1809-01-01,10001070,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c06,18265,Salztorufer,1,1,1973-01-05,10009973,7355,Flurname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c05,18266,Salzwiese,1,14,1973-01-05,10009974,20081,Wiese
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c04,01550,Goldschmiedgasse,1,1,1973-05-03,10001505,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c03,02302,Kärntner Ring,1,1,1920-01-01,10002243,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c02,02783,Lassingleithnerplatz,1,2,1912-05-22,10002717,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c01,14158,Südtiroler Hof,1,4,1928-06-30,10008843,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1c00,14160,Szidzinahof,1,20,1949-02-15,10008845,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bff,14165,Toeplerhof,1,18,1965-02-03,10008850,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bfe,14166,Türkenritthof,1,17,1930-04-01,10008851,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bfd,14168,Ungerhof,1,3,1933-12-18,10008852,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bfc,14171,Wachauer Hof,1,2,1924-06-30,10008855,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bfb,14177,Willi-Liwanec-Hof,1,15,1969-05-06,10008861,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bfa,14180,Zürcher Hof,1,10,1973-01-05,10008863,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bf9,14184,Anton-Figl-Hof,1,14,1971-03-16,10008867,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bf8,14188,Janecekhof,1,20,1949-02-15,10008870,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bf7,30211,Nordring,1,9,2013-09-27,10010694,14,Gebrauchsname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bf6,71004,KG Innere Stadt,1,1,1983-10-13,10010700,7253,Katastralgemeinde
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bf5,02436,Familienplatz,1,16,1992-10-08,10002377,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bf4,05286,Wienerflurgasse,1,23,1951-09-20,10005179,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bf3,05542,Gradingergasse,1,21,1967-07-04,10005427,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bf2,10021,Gaswerksteg über Donaukanal,2,2|3,1963-07-10,10007310,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bf1,03751,Praterstraße,1,2,1862-06-30,10003671,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bf0,01333,Frimmelgasse,1,19,1940-07-27,10001290,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bef,01562,Gottslebengasse,1,12,1930-05-28,10001517,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bee,03436,Novalisgasse,1,13,1935-03-08,10003360,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bed,09412,Tartergasse,1,22,1974-09-02,10006767,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bec,03715,Pöchlarnstraße,1,20,1892-12-19,10003635,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1beb,05943,Thönygasse,1,22,1976-01-12,10005782,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bea,04712,Stephansplatz,1,1,1755-01-01,10004613,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1be9,90089,U-Bahn Station Aderklaaer Straße,1,22,1999-06-04,10371299,51010,U-Bahnstation
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1be8,22276,Sportplatz Wasserpark-WAT 21,1,21,2013-02-15,10010643,20020,Sportplatz
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1be7,03592,Paul-Heyse-Gasse,1,11,1947-06-30,10003513,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1be6,01588,Gregorygasse,1,23,1954-03-03,10001543,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1be5,10017,Aspernbrücke,2,1|2,1973-01-05,10007306,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1be4,02109,Hustergasse,1,14,1850-01-01,10002054,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1be3,02640,Kraygasse,1,22,1913-07-29,10002574,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1be2,90522,Bahnhof Penzing,1,14,2015-01-15,10010946,1306,Bahnhof
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1be1,00785,Daungasse,1,8,1862-01-01,10000757,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1be0,06553,Kurt-Apfel-Gasse,1,19,2011-11-07,10443488,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bdf,05967,Eßlinger Furt,1,22,1987-06-09,10005805,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bde,16049,KLG Eden,1,14,1973-01-05,10009153,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bdd,06450,Hugo-Wiener-Platz,1,4,1999-03-09,10358377,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bdc,03940,Richard-Wagner-Platz,1,16,1894-06-30,10003859,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bdb,03878,Rechberggasse,1,10,1911-03-31,10003797,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bda,71616,KG Stammersdorf,1,21,1983-10-13,10010775,7253,Katastralgemeinde
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bd9,71620,KG Brigittenau,1,20,1987-01-30,10010779,7253,Katastralgemeinde
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bd8,18337,Zwölfer Spitz,1,22,1973-01-05,10010043,10030,Riedbezeichnung
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bd7,18340,Nikolaitor,1,13,2008-02-11,10471477,10001,Objektname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bd6,02800,Lavendelweg,1,22,1944-07-02,10002734,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bd5,09046,Adolf-Raupenstrauch-Gasse,1,19,1979-10-18,10006495,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bd4,01282,Franz-Schuhmeier-Gasse,1,23,1973-01-05,10001240,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bd3,05217,Weinheimergasse,1,16,1899-03-17,10005110,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bd2,02831,Leifhelmgasse,1,14,1954-06-02,10002765,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bd1,01709,Hackinger Straße,1,14,1894-01-01,10001660,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bd0,02264,Josef-Ressel-Straße,1,14,1920-01-01,10002205,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bcf,10710,Kaskadensteg 3,1,22,1989-07-25,10007987,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bce,10728,Durchlass Grenzgraben,1,23,1989-09-13,10008005,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bcd,10739,Passage Karlsplatz,2,1|4,1993-04-29,10008016,50030,Passage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bcc,10762,Praterbrücke-Flutbrücke 1,1,22,1993-06-03,10008039,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bcb,03167,Meixnerweg,1,12,1930-05-28,10003095,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bca,02917,Linke Nordbahngasse,1,21,1909-06-30,10002849,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bc9,04207,Schedifkaplatz,1,12,1914-08-13,10004118,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bc8,16485,KLG Oberwiedenstraße,1,16,1986-08-25,10009576,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bc7,16488,KLG Hopsagasse,1,20,1986-08-29,10009579,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bc6,10427,Konstantinsteg,1,2,1988-12-13,10007705,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bc5,16509,KLG Straßenbahnerbad,1,22,1987-05-13,10009600,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bc4,16510,KLG Uferstreifen,1,22,1987-05-13,10009601,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bc3,03318,Munchgasse,1,10,1955-11-16,10003246,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bc2,10158,Mauerbachbrücke,1,14,1973-01-05,10007445,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bc1,02112,Hutweidengasse,1,19,1973-01-05,10002057,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bc0,02757,Landsteinergasse,1,16,1909-11-04,10002691,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1bbf,02764,Lange Allee,1,22,1909-03-23,10002698,1113,Gemeindestraße
